Date,Open,Close
2025-04-25,3355.5,3282.39990234375
2025-04-28,3284.5,3332.5
2025-04-29,3340.0,3318.800048828125
2025-04-30,3318.699951171875,3305.0
2025-05-01,3272.89990234375,3210.0
2025-05-02,3239.89990234375,3231.89990234375
2025-05-05,3242.699951171875,3311.300048828125
2025-05-06,3365.5,3411.39990234375
2025-05-07,3418.699951171875,3381.39990234375
2025-05-08,3390.0,3296.60009765625
2025-05-09,3299.0,3335.39990234375
2025-05-12,3300.699951171875,3220.0
2025-05-13,3232.0,3240.300048828125
2025-05-14,3233.0,3181.39990234375
2025-05-15,3151.0,3220.699951171875
2025-05-16,3227.699951171875,3182.0
2025-05-19,3234.39990234375,3228.89990234375
2025-05-20,3219.0,3280.300048828125
2025-05-21,3293.39990234375,3309.300048828125
2025-05-22,3327.300048828125,3292.300048828125
2025-05-23,3328.0,3363.60009765625
2025-05-27,3332.5,3299.10009765625
2025-05-28,3293.60009765625,3293.60009765625
2025-05-29,3283.699951171875,3317.10009765625
2025-05-30,3315.10009765625,3288.89990234375
2025-06-02,3296.89990234375,3370.60009765625
2025-06-03,3385.10009765625,3350.199951171875
2025-06-04,3355.0,3373.5
2025-06-05,3371.5,3350.699951171875
2025-06-06,3364.300048828125,3322.699951171875
2025-06-09,3315.60009765625,3332.10009765625
2025-06-10,3302.0,3320.89990234375
2025-06-11,3328.0,3321.300048828125
2025-06-12,3363.0,3380.89990234375
2025-06-13,3407.300048828125,3431.199951171875
2025-06-16,3442.0,3396.39990234375
2025-06-17,3398.300048828125,3386.60009765625
2025-06-18,3385.300048828125,3389.800048828125
2025-06-20,3350.0,3368.10009765625
2025-06-23,3365.89990234375,3377.699951171875
2025-06-24,3358.0,3317.39990234375
2025-06-25,3321.60009765625,3327.10009765625
2025-06-26,3332.39990234375,3333.5
2025-06-27,3318.699951171875,3273.699951171875
2025-06-30,3265.89990234375,3294.39990234375
2025-07-01,3310.10009765625,3336.699951171875
2025-07-02,3329.0,3348.0
2025-07-03,3362.0,3331.60009765625
2025-07-04,3342.0,3332.5
2025-07-07,3305.5,3332.199951171875
2025-07-08,3330.39990234375,3307.0
2025-07-09,3289.39990234375,3311.60009765625
2025-07-10,3323.60009765625,3317.39990234375
2025-07-11,3330.5,3356.0
2025-07-14,3367.0,3351.5
2025-07-15,3341.0,3329.800048828125
2025-07-16,3341.199951171875,3352.5
2025-07-17,3313.800048828125,3340.10009765625
2025-07-18,3338.199951171875,3353.0
2025-07-21,3350.300048828125,3401.89990234375
2025-07-22,3411.0,3439.199951171875
2025-07-23,3430.300048828125,3394.10009765625
2025-07-24,3367.0,3371.0
2025-07-25,3344.0,3334.0
2025-07-28,3326.60009765625,3309.10009765625
2025-07-29,3323.39990234375,3323.39990234375
2025-07-30,3325.800048828125,3295.800048828125
2025-07-31,3272.89990234375,3293.199951171875
2025-08-01,3286.199951171875,3347.699951171875
